Accident_index,District,Accident_location,GPS_X,GPS_Y
9577,East,8,120.705013,24.137651
9578,Wufeng,,120.663324,24.062902
9579,Central,2,120.677603,24.146036
9580,Xitun,,120.623942,24.177958
9581,Wuri,,120.61281,24.102501
9582,Central,,120.681492,24.137943
9583,Taiping,8,120.728891,24.101743
9584,Xitun,1,120.661664,24.176338
9585,Xitun,,120.648162,24.168079
9586,Central,,120.680672,24.143249
9587,Wuqi,1,120.535409,24.235716
9588,Nantun,,120.649139,24.152409
9589,Tanzi,12,120.687462,24.213629
9590,West,,120.67133,24.142609
9591,Dali,,120.674713,24.098622
9592,Daya,2,120.653494,24.222319
9593,Wufeng,1,120.700798,24.075724
9594,Daya,2,120.64454,24.226705
9595,Xitun,,120.638405,24.18478
9596,Nantun,9,120.62285,24.149797
9597,Wufeng,8,120.698145,24.061611
9598,Xitun,,120.633874,24.174658
9599,Dali,,120.70097,24.10261
9600,Xitun,,120.634948,24.179291
9601,Dadu,,120.579491,24.172857
9602,Wuqi,1,120.537073,24.242353
9603,Nantun,9,120.649906,24.141819
9604,Beitun,,120.683402,24.172243
9605,Xitun,8,120.614123,24.183851
9606,Xitun,,120.619311,24.168075
9607,West,2,120.673181,24.134082
9608,Dali,,120.695773,24.096526
9609,Houli,,120.707908,24.311176
9610,North,,120.684971,24.163899
9611,Nantun,,120.649653,24.151027
9612,Beitun,,120.700969,24.180166
9613,Da'an,9,120.603403,24.383027
9614,South,9,120.677655,24.1322
9615,Nantun,2,120.609883,24.140483
9616,Beitun,9,120.71213,24.172748
9617,Fengyuan,2,120.719867,24.253543
9618,Beitun,,120.683923,24.187034
9619,West,,120.660822,24.153264
9620,Xitun,12,120.664587,24.176397
9621,North,,120.686151,24.154614
9622,Nantun,2,120.631545,24.122173
9623,Xitun,,120.625506,24.178439
9624,Nantun,,120.6441,24.136363
9625,Beitun,,120.661368,24.19014
9626,Xitun,,120.647599,24.171
9627,South,,120.663119,24.119514
9628,Xitun,9,120.643108,24.165013
9629,Dajia,1,120.617242,24.346946
9630,Nantun,,120.641884,24.146877
9631,Wufeng,,120.697294,24.064916
9632,Wuri,1,120.647819,24.084214
9633,Xitun,,120.618315,24.184105
9634,Daya,7,120.633448,24.24312
9635,North,1,120.685102,24.160322
9636,Shalu,,120.560006,24.238967
9637,Beitun,7,120.68506,24.171182
9638,Taiping,,120.704583,24.162584
9639,Xitun,,120.619111,24.181355
9640,Taiping,2,120.713072,24.143434
9641,Beitun,,120.684723,24.196776
9642,Xitun,,120.646864,24.171912
9643,Beitun,1,120.7216,24.160336
9644,Daya,2,120.65263,24.219144
9645,Xitun,1,120.643985,24.200709
9646,North,1,120.697308,24.158829
9647,North,,120.691041,24.158738
9648,Fengyuan,,120.7178,24.250103
9649,Dadu,,120.570851,24.123891
9650,Beitun,,120.694684,24.173045
9651,Fengyuan,,120.722307,24.236081
9652,Wuri,,120.604474,24.10509
9653,East,9,120.688005,24.142979
9654,Nantun,8,120.627178,24.1176
9655,South,,120.656412,24.113809
9656,Xitun,1,120.647036,24.171714
9657,Dali,9,120.689498,24.117535
9658,Nantun,,120.613078,24.140094
9659,Wufeng,,120.706063,24.073068
9660,Fengyuan,24,120.714345,24.244955
9661,South,8,120.678537,24.128182
9662,North,8,120.684891,24.146079
9663,Beitun,,120.67834,24.173344
9664,Xitun,1,120.590205,24.17736
9665,South,,120.679286,24.119037
9666,Shalu,9,120.575439,24.226369
9667,Nantun,1,120.650725,24.133299
9668,West,9,120.665101,24.135263
9669,Xitun,1,120.62432,24.17845
9670,Beitun,8,120.675317,24.181949
9671,North,2,120.694331,24.159247
9672,Xitun,1,120.646346,24.178687
9673,Tanzi,,120.705187,24.212424
9674,Xitun,,120.635879,24.181852
9675,Taiping,9,120.728782,24.157131
9676,Wuri,7,120.632809,24.094818
9677,North,,120.676658,24.151965
9678,Nantun,2,120.652693,24.15349
9679,Nantun,,120.638731,24.141853
9680,East,8,120.691562,24.147458
9681,Taiping,1,120.717918,24.1288
9682,South,8,120.676539,24.124323
9683,Beitun,1,120.68534,24.170785
9684,East,1,120.692473,24.149252
9685,North,1,120.698888,24.155282
9686,North,1,120.697531,24.160807
9687,Xitun,,120.641018,24.167806
9688,South,,120.663672,24.113755
9689,North,,120.67705,24.153128
9690,Beitun,,120.66179,24.189424
9691,East,1,120.694667,24.127509
9692,Beitun,1,120.671342,24.189352
9693,Dali,9,120.728523,24.090627
9694,Nantun,1,120.615958,24.151874
9695,Fengyuan,9,120.720952,24.268701
9696,Wufeng,,120.671955,24.077457
9697,Wufeng,,120.704257,24.013799
9698,Longjing,1,120.536625,24.193856
9699,Shalu,7,120.577612,24.250688
9700,Taiping,,120.718008,24.103545
9701,Wufeng,,120.686721,24.03659
9702,Qingshui,,120.544862,24.273786
9703,Fengyuan,,120.728395,24.275195
9704,Taiping,1,120.724791,24.149588
9705,Fengyuan,1,120.715778,24.239333
9706,Xitun,,120.644164,24.201417
9707,South,,120.645745,24.110207
9708,Dali,,120.690704,24.098029
9709,Shalu,,120.580499,24.209293
9710,Houli,2,120.721816,24.305537
9711,East,9,120.696616,24.13289
9712,Shalu,,120.615128,24.244076
9713,Kamioka,1,120.680252,24.248215
9714,Tanzi,7,120.703218,24.224822
9715,Nantun,,120.647946,24.153329
9716,Beitun,1,120.699536,24.165837
9717,Wuri,1,120.623381,24.104594
9718,Dadu,1,120.56698,24.122427
9719,Dadu,,120.555953,24.131544
9720,Dali,,120.67682,24.103783
9721,Wufeng,,120.696679,24.069363
9722,Wuri,1,120.607145,24.1086
9723,Beitun,1,120.687271,24.193422
9724,Beitun,4,120.676153,24.173555
9725,Tanzi,,120.717781,24.197709
9726,Xitun,,120.608506,24.154832
9727,Longjing,,120.505779,24.210122
9728,Beitun,,120.71356,24.164215
9729,Shalu,1,120.571052,24.235131
9730,Xitun,,120.636528,24.170761
9731,North,,120.681941,24.160897
9732,Xitun,,120.647004,24.173712
9733,Shalu,,120.60378,24.242649
9734,Wuqi,7,120.546417,24.244993
9735,Shalu,,120.600282,24.256516
9736,Houli,1,120.720217,24.305333
9737,Beitun,,120.686618,24.196616
9738,Beitun,1,120.713448,24.178236
9739,Taiping,1,120.715805,24.151797
9740,West,,120.661629,24.136162
9741,Wufeng,,120.694887,24.05185
9742,Fengyuan,7,120.733165,24.257872
9743,Dali,1,120.701663,24.082485
9744,Fengyuan,,120.736138,24.252837
9745,Wufeng,,120.678028,24.073679
9746,Wuqi,1,120.552469,24.257
9747,East,,120.692922,24.148192
9748,Beitun,1,120.687662,24.17187
9749,Wuri,,120.624463,24.101388
9750,Daya,1,120.642563,24.230939
9751,Dajia,1,120.625082,24.340228
9752,Nantun,1,120.622929,24.145202
9753,Daya,2,120.649164,24.218001
9754,Dali,7,120.661977,24.108997
9755,Xitun,9,120.646531,24.157749
9756,Fengyuan,1,120.718152,24.248229
9757,Wuqi,1,120.520499,24.244527
9758,West,1,120.663182,24.156542
9759,North,,120.694624,24.154714
9760,Nantun,,120.624007,24.153161
9761,Wufeng,,120.686263,24.053613
9762,North,9,120.679384,24.150569
9763,Shalu,1,120.580968,24.214567
9764,Longjing,1,120.522987,24.196586
9765,Wuri,,120.640194,24.109968
9766,Shigang,,120.76159,24.277216
9767,Kamioka,9,120.67691,24.24227
9768,Nantun,,120.608923,24.14629
9769,Xitun,,120.633075,24.171533
9770,Nantun,,120.650129,24.137633
9771,Xitun,2,120.612045,24.184816
9772,Wuqi,,120.523362,24.224001
9773,South,1,120.657549,24.113103
9774,East,1,120.686141,24.132834
9775,South,7,120.674434,24.12856
9776,Xitun,1,120.646886,24.173162
9777,Tanzi,,120.696555,24.201
9778,South,1,120.652009,24.112979
9779,Beitun,2,120.721056,24.175997
9780,North,2,120.680949,24.15816
9781,Nantun,,120.647552,24.134767
9782,Nantun,1,120.638711,24.139494
9783,Xitun,9,120.636946,24.171683
9784,Dali,,120.697183,24.104251
9785,Xitun,1,120.650297,24.163835
9786,Xitun,1,120.628377,24.183973
9787,Xitun,,120.645231,24.165994
9788,Dadu,,120.54479,24.15289
9789,Longjing,1,120.593909,24.187153
9790,Xitun,1,120.648948,24.174939
9791,Xitun,,120.637283,24.173182
9792,Dali,,120.703745,24.088285
9793,Dali,,120.690704,24.098029
9794,Xitun,9,120.661672,24.166558
9795,Beitun,9,120.669033,24.173536
9796,Longjing,,120.573431,24.185513
9797,Nantun,,120.636798,24.153605
9798,Shalu,2,120.570865,24.258937
9799,North,,120.675533,24.170137
9800,North,,120.685255,24.153762
9801,Qingshui,7,120.576613,24.268514
9802,Xitun,,120.619111,24.181355
9803,South,1,120.652498,24.122127
9804,North,,120.683255,24.157317
9805,Wufeng,,120.701354,24.067212
9806,Nantun,,120.614449,24.151713
9807,Xitun,,120.619545,24.175129
9808,Beitun,,120.705937,24.165169
9809,Wufeng,,120.683154,24.065205
9810,Dajia,,120.617508,24.343577
9811,Longjing,,120.528925,24.179242
9812,Xitun,,120.660129,24.201321
9813,West,,120.670606,24.136259
9814,Nantun,,120.636254,24.151274
9815,East,,120.69512,24.147135
9816,Dali,9,120.697709,24.079717
9817,Dali,1,120.683053,24.092222
9818,Central,,120.682192,24.1401
9819,Wuri,9,120.648123,24.085967
9820,Houli,1,120.677586,24.313101
9821,Fengyuan,,120.739038,24.248218
9822,North,,120.681032,24.163213
9823,Xitun,9,120.656608,24.20061
9824,Xitun,8,120.593367,24.182162
9825,Dali,,120.710882,24.090936
9826,North,8,120.676421,24.157514
9827,East,,120.69096,24.140038
9828,Xitun,,120.661626,24.17207
9829,Qingshui,,120.570817,24.275332
9830,Xitun,,120.589872,24.175062
9831,Kamioka,9,120.664121,24.263079
9832,Dajia,1,120.627748,24.346823
9833,Fengyuan,1,120.703258,24.251619
9834,West,,120.669811,24.149993
9835,South,1,120.67941,24.117567
9836,Qingshui,,120.56734,24.269304
9837,Xitun,,120.650243,24.163835
9838,Shalu,1,120.577405,24.224319
9839,South,2,120.682548,24.125352
9840,West,1,120.662385,24.149772
9841,Xitun,,120.651503,24.162009
9842,Dali,8,120.682524,24.100088
9843,Wuri,,120.628616,24.104133
9844,Xitun,1,120.655535,24.174051
9845,South,,120.653659,24.113755
9846,Kamioka,,120.689391,24.257879
9847,East,1,120.686143,24.133462
9848,Beitun,1,120.724842,24.159638
9849,Daya,9,120.650668,24.227133
9850,Xitun,2,120.644268,24.171377
9851,Dali,1,120.689842,24.112986
9852,Xitun,,120.6139,24.174069
9853,Tanzi,,120.730072,24.216566
9854,Dali,,120.697202,24.082976
9855,Fengyuan,,120.7196,24.241897
9856,Fengyuan,,120.733437,24.255925
9857,Tanzi,,120.701698,24.188598
9858,Xitun,,120.62904,24.163157
9859,Fengyuan,14,120.711848,24.251352
9860,Fengyuan,7,120.695698,24.240128
9861,West,,120.666275,24.152798
9862,Xitun,,120.615064,24.172849
9863,North,1,120.677152,24.155654
9864,Fengyuan,7,120.717387,24.241994
9865,Xitun,8,120.603338,24.182733
9866,Nantun,7,120.612773,24.15348
9867,Xitun,8,120.656574,24.159957
9868,Xitun,,120.608528,24.1586
9869,Nantun,8,120.586074,24.163528
9870,Xitun,,120.651922,24.179844
9871,West,,120.661845,24.135471
9872,Shalu,,120.614835,24.241867
9873,Wuqi,1,120.531394,24.239014
9874,Nantun,,120.652461,24.139768
9875,West,9,120.66168,24.145543
9876,Nantun,,120.649554,24.153495
9877,Longjing,,120.539701,24.210546
9878,Kamioka,9,120.645728,24.255516
9879,East,,120.690455,24.131376
9880,Beitun,2,120.701831,24.182039
9881,North,9,120.695971,24.156867
9882,Fengyuan,2,120.732535,24.250667
9883,Dadu,,120.582994,24.173601
9884,Central,,120.676886,24.14133
9885,Taiping,,120.712648,24.145287
9886,Kamioka,1,120.660085,24.272006
9887,Tanzi,2,120.706806,24.210342
9888,Tanzi,,120.701733,24.187116
9889,North,1,120.691474,24.160768
9890,North,,120.682364,24.163127
9891,East,1,120.693248,24.13329
9892,Xitun,1,120.642535,24.164224
9893,North,,120.676398,24.172858
9894,Xitun,9,120.632834,24.159622
9895,Dajia,9,120.631861,24.346027
9896,Dali,,120.679584,24.11241
9897,Tanzi,,120.695585,24.224316
9898,Dali,,120.682828,24.104647
9899,South,1,120.65265,24.113129
9900,Shalu,9,120.566496,24.23069
9901,West,1,120.66718,24.14209
9902,Taiping,,120.731601,24.140216
9903,South,1,120.660831,24.12198
9904,Nantun,,120.623141,24.145201
9905,Xitun,1,120.621921,24.186405
9906,Dali,,120.696296,24.08738
9907,Xitun,2,120.656873,24.163457
9908,Central,,120.681492,24.137943
9909,Xitun,1,120.635172,24.179435
9910,Dali,,120.691862,24.101233
9911,Longjing,1,120.549759,24.208734
9912,Wufeng,,120.702952,24.071574
9913,Dali,2,120.690192,24.075802
9914,West,9,120.66661,24.139808
9915,Daya,8,120.667514,24.215937
9916,Xitun,2,120.615224,24.182939
9917,Central,,120.676666,24.142537
9918,Nantun,9,120.654062,24.13557
9919,Fengyuan,,120.709297,24.249556
9920,Fengyuan,,120.723141,24.245572
9921,Daya,,120.635631,24.210664
9922,Shalu,,120.576166,24.223907
9923,Shalu,12,120.560922,24.208738
9924,Taiping,7,120.712594,24.149986
9925,West,,120.651889,24.14665
9926,East,1,120.685529,24.141848
9927,West,,120.655778,24.136573
9928,Xitun,,120.649179,24.157864
9929,North,1,120.68689,24.166806
9930,Wuqi,,120.536015,24.25958
9931,Taiping,1,120.712648,24.145287
9932,Dajia,,120.6236,24.345877
9933,Dajia,1,120.627694,24.347551
9934,Xitun,,120.622214,24.178963
9935,Dali,2,120.692466,24.102147
9936,Beitun,,120.698112,24.162357
9937,Nantun,,120.642695,24.135119
9938,South,,120.645881,24.112309
9939,Daya,1,120.636031,24.216088
9940,Longjing,1,120.579985,24.183809
9941,West,7,120.664685,24.136718
9942,South,,120.650118,24.120638
9943,Xitun,1,120.646407,24.173785
9944,Dali,9,120.708826,24.08325
9945,Xitun,,120.641674,24.15476
9946,West,4,120.658894,24.150852
9947,Houli,7,120.724968,24.31894
9948,Beitun,1,120.663979,24.200782
9949,Dali,,120.690704,24.098029
9950,Daya,1,120.655079,24.211922
9951,Wufeng,1,120.69692,24.064119
9952,North,9,120.691871,24.159905
9953,Dongshi,9,120.832271,24.2559
9954,Beitun,,120.68658,24.201735
9955,Nantun,,120.647952,24.141015
9956,West,1,120.657387,24.152526
9957,East,1,120.689221,24.140973
9958,East,9,120.699831,24.13671
9959,Xitun,,120.658883,24.176478
9960,Xitun,,120.640516,24.173673
9961,East,8,120.705542,24.137408
9962,Dali,7,120.668605,24.096705
9963,Taiping,24,120.708723,24.159481
9964,Wuqi,1,120.536344,24.249771
9965,Dali,1,120.684615,24.111919
9966,Xitun,,120.649532,24.17544
9967,Beitun,,120.707579,24.186824
9968,West,1,120.677192,24.140205
9969,Xitun,,120.615219,24.18284
9970,Nantun,,120.620797,24.11322
9971,Xitun,,120.635879,24.181852
9972,Longjing,9,120.563413,24.200158
9973,Dadu,1,120.580539,24.172668
9974,West,,120.67502,24.149051
9975,Xitun,,120.65487,24.170443
9976,Dali,,120.700322,24.091825
9977,Xitun,,120.646667,24.17491
9978,South,,120.660072,24.116961
9979,South,,120.667323,24.115948
9980,Nantun,9,120.583295,24.141356
9981,Xitun,9,120.640404,24.166279
9982,Xitun,2,120.632747,24.182657
9983,South,9,120.666514,24.117602
9984,North,,120.688368,24.156786
9985,West,9,120.66291,24.146674
9986,Longjing,19,120.54736,24.190647
9987,Wuqi,1,120.546145,24.261143
9988,Beitun,,120.669701,24.177281
9989,Taiping,1,120.734387,24.148849
9990,Daya,9,120.670386,24.226699
9991,Nantun,1,120.611728,24.135717
9992,Dajia,1,120.651106,24.388351
9993,Nantun,,120.654559,24.132852
9994,East,7,120.696464,24.128789
9995,Wufeng,1,120.67554,24.05684
9996,Xitun,9,120.629147,24.171461
9997,Xitun,,120.615116,24.18491
9998,Xitun,8,120.637315,24.176411
9999,Wuqi,8,120.546577,24.246142
10000,South,9,120.668171,24.116011
10001,Wufeng,,120.710466,24.074553
10002,North,4,120.666058,24.162971
10003,Xitun,1,120.614748,24.179656
10004,Tanzi,,120.711045,24.214036
10005,Wuri,7,120.607605,24.120361
10006,Daya,,120.65059,24.227383
10007,Dadu,,120.561516,24.125049
10008,South,2,120.656168,24.119792
10009,Fengyuan,1,120.727198,24.252579
10010,Xitun,,120.652431,24.205283
10011,Central,,120.680941,24.139736
10012,Nantun,,120.626061,24.148516
10013,Kamioka,,120.683059,24.244408
10014,Nantun,8,120.636573,24.134603
10015,Xitun,,120.628215,24.17681
10016,Xitun,9,120.658413,24.164782
10017,Taiping,9,120.729759,24.150051
10018,Daya,14,120.649789,24.22205
10019,Fengyuan,2,120.709457,24.248458
10020,Beitun,,120.722283,24.188288
10021,Dali,,120.700284,24.11846
10022,Taiping,,120.723166,24.149422
10023,Nantun,1,120.632356,24.145477
10024,Nantun,,120.626863,24.116912
10025,Dongshi,,120.824398,24.257462
10026,Tanzi,,120.717366,24.198085
10027,Nantun,,120.636205,24.146723
10028,Xitun,,120.654698,24.168264
10029,Central,9,120.683398,24.14195
10030,Dajia,9,120.619179,24.346166
10031,Tanzi,1,120.707381,24.215519
10032,East,,120.687678,24.138152
10033,South,1,120.679041,24.119018
10034,South,7,120.683237,24.128689
10035,Longjing,,120.575739,24.175635
10036,Nantun,,120.6357,24.148511
10037,Xitun,,120.634615,24.179591
10038,Beitun,9,120.69162,24.166699
10039,North,1,120.692148,24.160417
10040,Xitun,8,120.615495,24.183376
10041,Longjing,,120.593394,24.190925
10042,Fengyuan,,120.701242,24.249156
10043,South,2,120.653994,24.116696
10044,Shalu,9,120.570403,24.229698
10045,West,1,120.665757,24.140083
10046,Wuri,,120.611786,24.100753
10047,Shalu,9,120.569007,24.212738
10048,North,1,120.682616,24.153233
10049,Houli,1,120.717624,24.304482
10050,North,,120.699306,24.154158
10051,Kamioka,1,120.7112,24.261502
10052,Central,,120.682192,24.1401
10053,Xitun,7,120.611231,24.184667
10054,Beitun,,120.676037,24.194072
10055,Shalu,,120.597249,24.250069
10056,Longjing,,120.586724,24.179111
10057,Xitun,,120.656549,24.157537
10058,Nantun,8,120.63704,24.143863
10059,South,9,120.663394,24.119716
10060,Shalu,9,120.606244,24.247281
10061,Fengyuan,1,120.72025,24.240463
10062,Wuri,,120.625815,24.106867
10063,Xitun,2,120.618466,24.177555
10064,Dajia,,120.625946,24.354553
10065,South,,120.674917,24.125172
10066,Xitun,,120.65369,24.160984
10067,North,4,120.684971,24.163899
10068,Shalu,9,120.564794,24.240495
10069,Tanzi,8,120.705288,24.21425
10070,Qingshui,,120.575436,24.271704
10071,Taiping,9,120.700822,24.147014
10072,Beitun,2,120.704147,24.169331
10073,Tanzi,7,120.705118,24.206386
10074,Xitun,,120.650929,24.157394
10075,Shalu,,120.578606,24.218525
10076,Shalu,,120.583927,24.199896
10077,Dajia,,120.632334,24.345691
10078,Houli,2,120.711438,24.304511
10079,Xitun,,120.655209,24.162631
10080,Wuri,2,120.631758,24.1052
10081,Taiping,,120.714948,24.150949
10082,Xitun,,120.623581,24.176904
10083,Xitun,,120.635879,24.181852
10084,West,,120.664828,24.150827
10085,East,8,120.685389,24.129321
10086,Dali,2,120.680865,24.104523
10087,Xitun,8,120.613424,24.173418
10088,South,9,120.684512,24.127708
10089,Xitun,1,120.611346,24.185289
10090,Xitun,,120.615468,24.189164
10091,Xitun,1,120.649809,24.167634
10092,West,2,120.673613,24.143375
10093,West,1,120.673231,24.14884
10094,Xitun,,120.636492,24.155815
10095,West,,120.664929,24.153899
10096,Beitun,1,120.724558,24.169416
10097,North,1,120.680948,24.159108
10098,Taiping,,120.717182,24.156905
10099,Nantun,,120.623085,24.145114
10100,Dadu,9,120.546001,24.15186
10101,Xitun,,120.641381,24.162412
10102,Central,1,120.675445,24.141783
10103,Xitun,9,120.653829,24.181159
10104,Dali,,120.692159,24.115078
10105,Daya,,120.613416,24.2328
10106,Dali,7,120.69519,24.089007
10107,Dali,1,120.692946,24.090637
10108,Central,1,120.68221,24.140104
10109,North,1,120.680976,24.163174
10110,Beitun,9,120.74692,24.199217
10111,Wufeng,6,120.662383,24.055361
10112,Xitun,,120.653258,24.160817
10113,Tanzi,1,120.702454,24.190852
10114,West,2,120.665574,24.140044
10115,West,1,120.67363,24.150965
10116,Central,1,120.681005,24.143868
10117,Wufeng,9,120.69599,24.065272
10118,Xitun,1,120.650546,24.191075
10119,Kamioka,1,120.701294,24.251356
10120,Central,1,120.682192,24.1401
10121,Wuri,,120.616459,24.11287
10122,Taiping,1,120.733249,24.142574
10123,Longjing,9,120.547492,24.182641
10124,Nantun,,120.622641,24.14562
10125,Xitun,7,120.655991,24.159195
10126,Xitun,,120.634948,24.179291
10127,Nantun,2,120.643826,24.146854
10128,Kamioka,1,120.699541,24.25103
10129,Beitun,9,120.705386,24.167075
10130,Xitun,,120.655884,24.159112
10131,Xitun,1,120.636224,24.158232
10132,Wufeng,1,120.693239,24.044756
10133,Shalu,2,120.578633,24.214828
10134,Tanzi,1,120.714942,24.229399
10135,Taiping,4,120.705773,24.15943
10136,Daya,,120.654276,24.211463
10137,North,1,120.683342,24.14686
10138,Nantun,9,120.632752,24.141139
10139,West,1,120.649871,24.144947
10140,Shalu,,120.567747,24.20306
10141,Fengyuan,,120.719417,24.243356
10142,West,,120.672698,24.133391
10143,South,,120.654167,24.116536
10144,Beitun,,120.675841,24.183767
10145,Tanzi,,120.707735,24.199454
10146,Xitun,,120.619955,24.170335
10147,Shalu,,120.575642,24.226018
10148,Qingshui,,120.543085,24.266296
10149,West,,120.661925,24.130102
10150,North,,120.689223,24.161488
10151,Beitun,,120.666254,24.186813
10152,Beitun,1,120.67837,24.184174
10153,Wuri,7,120.637038,24.094745
10154,South,1,120.666824,24.119158
10155,Daya,,120.644756,24.228926
10156,West,1,120.674632,24.150939
10157,Xitun,,120.653013,24.167339
10158,Shalu,8,120.560552,24.241279
10159,Beitun,1,120.693586,24.164913
10160,Kamioka,,120.68712,24.247147
10161,Taiping,,120.722236,24.133975
10162,Tanzi,9,120.703469,24.201676
10163,Longjing,,120.586311,24.18149
10164,Kamioka,1,120.708962,24.259443
10165,Nantun,2,120.646423,24.137475
10166,Wufeng,1,120.662522,24.072078
10167,Longjing,,120.530664,24.192002
10168,Taiping,9,120.718193,24.119965
10169,Daya,1,120.660694,24.21218
10170,Beitun,1,120.727522,24.169206
10171,Xitun,1,120.606243,24.187327
10172,Wufeng,1,120.702072,24.071057
10173,Taiping,,120.717915,24.125025
10174,Shigang,7,120.778393,24.274254
10175,Wufeng,9,120.686626,24.053691
10176,North,,120.670749,24.156853
10177,Xitun,9,120.632103,24.170355
10178,Dali,,120.717514,24.108766
10179,Beitun,1,120.685244,24.179128
10180,Beitun,2,120.721299,24.177205
10181,Dali,,120.674587,24.100914
10182,Wuqi,,120.52475,24.22372
10183,East,,120.696519,24.13707
10184,Longjing,,120.597162,24.188473
10185,Fengyuan,1,120.720037,24.241224
10186,North,,120.682734,24.146024
10187,Xitun,8,120.618449,24.181187
10188,Nantun,,120.628359,24.128637
10189,Nantun,,120.616005,24.152332
10190,East,7,120.694905,24.142381
10191,Fengyuan,1,120.717844,24.249531
10192,Beitun,,120.695895,24.183404
10193,Xitun,1,120.622185,24.174168
10194,Shalu,,120.569401,24.227189
10195,Xitun,1,120.66328,24.17316
10196,Dali,,120.701854,24.105563
10197,Xitun,1,120.61716,24.174172
10198,Dajia,,120.647086,24.406185
10199,Beitun,,120.733432,24.16071
10200,Dajia,1,120.617669,24.346772
10201,Dali,1,120.686899,24.097401
10202,Beitun,8,120.669356,24.177582
10203,North,2,120.673212,24.165162
10204,Taiping,,120.713035,24.143469
10205,East,,120.692852,24.135826
10206,West,1,120.666763,24.14103
10207,Qingshui,1,120.563651,24.278818
10208,Beitun,4,120.679674,24.188408
10209,Shigang,1,120.81647,24.260138
10210,East,,120.70456,24.127018
10211,West,,120.660414,24.146802
10212,Kamioka,,120.699428,24.264058
10213,South,,120.662677,24.120415
10214,East,7,120.694905,24.142381
10215,Taiping,1,120.722099,24.119383
10216,Beitun,1,120.733299,24.163708
10217,Xitun,1,120.657644,24.200792
10218,Dali,,120.664229,24.092249
10219,East,2,120.686109,24.130118
10220,Heping,,120.92443,24.183478
10221,Nantun,,120.640038,24.151079
10222,Nantun,1,120.652177,24.152327
10223,Xinshe,,120.807861,24.242682
10224,East,,120.710548,24.141132
10225,Taiping,,120.718228,24.153168
10226,Fengyuan,1,120.724026,24.247194
10227,West,,120.660188,24.158124
10228,Xitun,,120.623331,24.182821
10229,Dali,,120.692303,24.100522
10230,Dali,12,120.690928,24.113819
10231,Dali,,120.708593,24.111376
10232,Fengyuan,9,120.703423,24.231062
10233,West,,120.679236,24.135745
10234,East,1,120.687127,24.136224
10235,Nantun,1,120.60681,24.136281
10236,Nantun,,120.622956,24.149763
10237,Nantun,,120.623253,24.144767
10238,South,1,120.656849,24.113808
10239,Wufeng,2,120.676231,24.064014
10240,Dali,2,120.679477,24.116603
10241,Xitun,1,120.653258,24.160817
10242,Wufeng,2,120.695888,24.012535
10243,Fengyuan,7,120.713592,24.250667
10244,Wufeng,1,120.687401,24.046147
10245,Dadu,1,120.580721,24.173103
10246,Tanzi,,120.729171,24.202264
10247,East,,120.6987,24.143143
10248,Wufeng,1,120.679955,24.071012
10249,Daya,,120.651698,24.227888
10250,Fengyuan,4,120.737302,24.255735
10251,Taiping,1,120.72752,24.147678
10252,Xitun,8,120.641099,24.156711
10253,Wuqi,,120.534127,24.260825
10254,Wufeng,2,120.699197,24.077877
10255,Tanzi,,120.709411,24.213191
10256,Beitun,,120.721634,24.18295
10257,Longjing,,120.591154,24.179844
10258,Beitun,,120.69544,24.164943
10259,Xitun,,120.610107,24.191393
10260,West,,120.672733,24.146967
10261,Xitun,,120.615112,24.186668
10262,Qingshui,1,120.54054,24.269353
10263,Tanzi,,120.673677,24.205394
10264,Qingshui,,120.569697,24.290965
10265,Fengyuan,,120.719197,24.252888
10266,Dali,1,120.687242,24.095523
10267,Wufeng,1,120.699072,24.067596
10268,Dali,2,120.666342,24.109108
10269,East,1,120.692432,24.140709
10270,Beitun,,120.699752,24.177512
10271,Xitun,,120.6463,24.181913
10272,North,2,120.668167,24.173221
10273,Taiping,,120.719704,24.145741
10274,Tanzi,1,120.70833,24.20667
10275,Nantun,,120.625745,24.144186
10276,Xitun,9,120.627423,24.180945
10277,Shalu,,120.55928,24.23633
10278,Xitun,,120.634595,24.176292
10279,Xitun,,120.635182,24.166782
10280,Shalu,7,120.561357,24.234066
10281,Wuri,,120.618851,24.106004
10282,Fengyuan,9,120.712851,24.263344
10283,East,8,120.696509,24.136899
10284,Taiping,,120.723493,24.124747
10285,Taiping,1,120.722033,24.149278
10286,Nantun,,120.645775,24.140128
10287,Nantun,8,120.634771,24.155067
10288,Xitun,9,120.622677,24.180669
10289,South,2,120.655279,24.115041
10290,Taiping,1,120.712637,24.130759
10291,Houli,,120.706118,24.306621
10292,Dajia,1,120.622336,24.345568
10293,South,1,120.65819,24.125689
10294,Beitun,,120.68535,24.181525
10295,Beitun,2,120.719303,24.178038
10296,Dajia,1,120.62271,24.346703
10297,West,,120.665324,24.132156
10298,Shalu,8,120.568564,24.237862
10299,Fengyuan,1,120.728033,24.253394
10300,Taiping,1,120.713224,24.12448
10301,East,1,120.698642,24.142601
10302,Xitun,,120.64238,24.169413
10303,Qingshui,,120.568854,24.273379
10304,Dajia,1,120.617255,24.346947
10305,Heping,,121.291533,24.311621
10306,Xitun,,120.644284,24.171574
10307,Wuqi,,120.525383,24.223074
10308,Wuri,2,120.599642,24.110249
10309,Fengyuan,,120.714418,24.251056
10310,South,,120.668476,24.113854
10311,Wufeng,14,120.713636,24.07729
