Accident_index,Road_category,Speed_limit,Road_type,Pavement,Road_defect,Signal_type,GPS_X,GPS_Y
10042,6,50,,,,,120.701242,24.249156
10043,6,50,4,1,4,1,120.653994,24.116696
10044,6,50,13,1,4,4,120.570403,24.229698
10045,6,50,3,1,4,2,120.665757,24.140083
10046,6,80,,,,,120.611786,24.100753
10047,6,50,13,1,4,4,120.569007,24.212738
10048,6,50,4,1,4,1,120.682616,24.153233
10049,6,50,4,1,4,1,120.717624,24.304482
10050,6,50,,,,,120.699306,24.154158
10051,6,60,4,1,4,1,120.7112,24.261502
10052,6,50,,,,,120.682192,24.1401
10053,6,50,13,1,4,4,120.611231,24.184667
10054,6,50,,,,,120.676037,24.194072
10055,6,60,,,,,120.597249,24.250069
10056,6,30,,,,,120.586724,24.179111
10057,6,50,,,,,120.656549,24.157537
10058,6,50,13,1,4,4,120.63704,24.143863
10059,6,50,4,1,4,1,120.663394,24.119716
10060,6,60,4,1,4,1,120.606244,24.247281
10061,6,50,5,1,4,1,120.72025,24.240463
10062,6,50,,,,,120.625815,24.106867
10063,6,50,3,1,4,4,120.618466,24.177555
10064,6,50,,,,,120.625946,24.354553
10065,6,40,,,,,120.674917,24.125172
10066,6,30,,,,,120.65369,24.160984
10067,6,50,4,1,4,1,120.684971,24.163899
10068,6,50,13,1,4,4,120.564794,24.240495
10069,6,50,13,1,4,4,120.705288,24.21425
10070,6,50,,,,,120.575436,24.271704
10071,6,50,13,1,4,4,120.700822,24.147014
10072,6,50,3,1,4,4,120.704147,24.169331
10073,6,60,13,1,4,4,120.705118,24.206386
10074,6,50,,,,,120.650929,24.157394
10075,6,50,,,,,120.578606,24.218525
10076,6,30,,,,,120.583927,24.199896
10077,6,50,,,,,120.632334,24.345691
10078,6,50,4,1,4,1,120.711438,24.304511
10079,6,50,,,,,120.655209,24.162631
10080,6,50,3,1,4,4,120.631758,24.1052
10081,6,40,,,,,120.714948,24.150949
10082,6,50,,,,,120.623581,24.176904
10083,6,50,,,,,120.635879,24.181852
10084,6,50,,,,,120.664828,24.150827
10085,6,50,13,1,4,4,120.685389,24.129321
10086,6,50,5,1,4,1,120.680865,24.104523
10087,6,40,13,1,4,4,120.613424,24.173418
10088,6,50,3,1,4,1,120.684512,24.127708
10089,6,50,4,1,4,4,120.611346,24.185289
10090,6,50,,,,,120.615468,24.189164
10091,6,50,3,1,4,1,120.649809,24.167634
10092,6,50,3,1,4,1,120.673613,24.143375
10093,6,50,4,2,4,4,120.673231,24.14884
10094,6,50,,,,,120.636492,24.155815
10095,6,60,,,,,120.664929,24.153899
10096,6,50,4,1,4,2,120.724558,24.169416
10097,6,50,4,1,4,1,120.680948,24.159108
10098,6,40,,,,,120.717182,24.156905
10099,6,50,,,,,120.623085,24.145114
10100,6,50,3,1,4,4,120.546001,24.15186
10101,6,50,,,,,120.641381,24.162412
10102,6,50,4,1,4,1,120.675445,24.141783
10103,6,30,3,1,4,4,120.653829,24.181159
10104,6,50,,,,,120.692159,24.115078
10105,6,50,,,,,120.613416,24.2328
10106,6,50,13,1,4,4,120.69519,24.089007
10107,6,50,3,1,4,1,120.692946,24.090637
10108,6,50,4,1,4,1,120.68221,24.140104
10109,6,50,3,1,4,1,120.680976,24.163174
10110,6,50,13,1,4,4,120.74692,24.199217
10111,6,40,11,1,4,1,120.662383,24.055361
10112,6,40,,,,,120.653258,24.160817
10113,6,60,4,1,4,1,120.702454,24.190852
10114,6,50,3,1,4,1,120.665574,24.140044
10115,6,50,4,1,4,4,120.67363,24.150965
10116,6,50,4,1,4,1,120.681005,24.143868
10117,6,50,3,1,4,1,120.69599,24.065272
10118,6,50,3,1,4,1,120.650546,24.191075
10119,6,50,4,1,4,1,120.701294,24.251356
10120,6,50,4,1,4,2,120.682192,24.1401
10121,6,50,,,,,120.616459,24.11287
10122,6,50,4,1,4,3,120.733249,24.142574
10123,6,30,11,1,4,4,120.547492,24.182641
10124,6,30,,,,,120.622641,24.14562
10125,6,50,4,1,4,1,120.655991,24.159195
10126,6,80,,,,,120.634948,24.179291
10127,6,50,4,1,4,2,120.643826,24.146854
10128,6,50,4,1,4,1,120.699541,24.25103
10129,6,50,11,1,4,4,120.705386,24.167075
10130,6,60,,,,,120.655884,24.159112
10131,6,50,3,1,4,1,120.636224,24.158232
10132,6,30,4,1,4,4,120.693239,24.044756
10133,6,50,4,1,4,4,120.578633,24.214828
10134,6,50,5,1,4,2,120.714942,24.229399
10135,6,50,4,1,4,1,120.705773,24.15943
10136,6,30,,,,,120.654276,24.211463
10137,6,30,4,1,4,4,120.683342,24.14686
10138,6,50,13,1,4,4,120.632752,24.141139
10139,6,50,4,1,4,1,120.649871,24.144947
10140,6,60,,,,,120.567747,24.20306
10141,6,30,,,,,120.719417,24.243356
10142,6,50,,,,,120.672698,24.133391
10143,6,50,,,,,120.654167,24.116536
10144,6,40,,,,,120.675841,24.183767
10145,6,50,,,,,120.707735,24.199454
10146,6,50,,,,,120.619955,24.170335
10147,6,50,,,,,120.575642,24.226018
10148,6,50,,,,,120.543085,24.266296
10149,6,50,,,,,120.661925,24.130102
10150,6,50,,,,,120.689223,24.161488
10151,6,50,,,,,120.666254,24.186813
10152,6,50,4,1,4,2,120.67837,24.184174
10153,6,60,5,1,4,2,120.637038,24.094745
10154,6,50,4,1,4,2,120.666824,24.119158
10155,6,50,,,,,120.644756,24.228926
10156,6,50,3,1,4,4,120.674632,24.150939
10157,6,50,,,,,120.653013,24.167339
10158,6,40,7,1,4,4,120.560552,24.241279
10159,6,50,4,1,4,4,120.693586,24.164913
10160,6,50,,,,,120.68712,24.247147
10161,6,50,,,,,120.722236,24.133975
10162,6,60,13,1,4,4,120.703469,24.201676
10163,6,50,,,,,120.586311,24.18149
10164,6,60,5,1,4,1,120.708962,24.259443
10165,6,50,4,1,4,2,120.646423,24.137475
10166,6,40,4,1,4,1,120.662522,24.072078
10167,6,30,,,,,120.530664,24.192002
10168,6,50,13,1,4,4,120.718193,24.119965
10169,6,50,4,1,4,1,120.660694,24.21218
10170,6,50,4,1,4,1,120.727522,24.169206
10171,6,50,4,1,4,1,120.606243,24.187327
10172,6,40,3,1,4,3,120.702072,24.071057
10173,6,30,,,,,120.717915,24.125025
10174,6,70,13,1,4,4,120.778393,24.274254
10175,6,50,13,1,4,4,120.686626,24.053691
10176,6,50,,,,,120.670749,24.156853
10177,6,50,13,1,4,4,120.632103,24.170355
10178,6,40,,,,,120.717514,24.108766
10179,6,50,3,1,4,4,120.685244,24.179128
10180,6,50,3,1,4,4,120.721299,24.177205
10181,6,50,,,,,120.674587,24.100914
10182,6,60,,,,,120.52475,24.22372
10183,6,50,,,,,120.696519,24.13707
10184,6,30,,,,,120.597162,24.188473
10185,6,50,3,1,4,3,120.720037,24.241224
10186,6,50,,,,,120.682734,24.146024
10187,6,40,13,1,4,4,120.618449,24.181187
10188,6,50,,,,,120.628359,24.128637
10189,6,50,,,,,120.616005,24.152332
10190,6,50,13,1,4,4,120.694905,24.142381
10191,6,50,4,1,4,4,120.717844,24.249531
10192,6,50,,,,,120.695895,24.183404
10193,6,50,4,1,4,1,120.622185,24.174168
10194,6,50,,,,,120.569401,24.227189
10195,6,50,3,1,4,4,120.66328,24.17316
10196,6,30,,,,,120.701854,24.105563
10197,6,50,3,1,4,2,120.61716,24.174172
10198,6,50,,,,,120.647086,24.406185
10199,6,50,,,,,120.733432,24.16071
10200,6,50,3,1,4,4,120.617669,24.346772
10201,6,50,3,1,4,1,120.686899,24.097401
10202,6,40,13,1,4,4,120.669356,24.177582
10203,6,50,3,1,4,4,120.673212,24.165162
10204,6,50,,,,,120.713035,24.143469
10205,6,50,,,,,120.692852,24.135826
10206,6,50,4,1,4,1,120.666763,24.14103
10207,6,50,3,1,4,4,120.563651,24.278818
10208,6,50,3,1,4,1,120.679674,24.188408
10209,6,70,5,1,4,1,120.81647,24.260138
10210,6,50,,,,,120.70456,24.127018
10211,6,50,,,,,120.660414,24.146802
10212,6,50,,,,,120.699428,24.264058
10213,6,50,,,,,120.662677,24.120415
10214,6,50,13,1,4,4,120.694905,24.142381
10215,6,50,3,1,4,3,120.722099,24.119383
10216,6,50,3,1,4,4,120.733299,24.163708
10217,6,50,3,1,4,1,120.657644,24.200792
10218,6,40,,,,,120.664229,24.092249
10219,6,50,3,1,4,1,120.686109,24.130118
10220,6,50,,,,,120.92443,24.183478
10221,6,50,,,,,120.640038,24.151079
10222,6,50,4,1,4,1,120.652177,24.152327
10223,6,50,,,,,120.807861,24.242682
10224,6,50,,,,,120.710548,24.141132
10225,6,40,,,,,120.718228,24.153168
10226,6,30,3,1,4,4,120.724026,24.247194
10227,6,40,,,,,120.660188,24.158124
10228,6,50,,,,,120.623331,24.182821
10229,6,50,,,,,120.692303,24.100522
10230,6,50,13,1,4,2,120.690928,24.113819
10231,6,50,,,,,120.708593,24.111376
10232,6,30,3,1,4,4,120.703423,24.231062
10233,6,50,,,,,120.679236,24.135745
10234,6,50,4,1,4,4,120.687127,24.136224
10235,6,50,4,1,4,1,120.60681,24.136281
10236,6,50,,,,,120.622956,24.149763
10237,6,60,,,,,120.623253,24.144767
10238,6,50,4,1,4,2,120.656849,24.113808
10239,6,30,3,1,4,1,120.676231,24.064014
10240,6,50,4,1,4,2,120.679477,24.116603
10241,6,40,4,1,4,1,120.653258,24.160817
10242,6,60,4,1,4,1,120.695888,24.012535
10243,6,50,13,1,4,4,120.713592,24.250667
10244,6,50,4,1,4,4,120.687401,24.046147
10245,6,50,4,1,4,4,120.580721,24.173103
10246,6,30,,,,,120.729171,24.202264
10247,6,50,,,,,120.6987,24.143143
10248,6,40,4,1,4,2,120.679955,24.071012
10249,6,50,,,,,120.651698,24.227888
10250,6,60,4,1,4,2,120.737302,24.255735
10251,6,30,3,1,4,4,120.72752,24.147678
10252,6,50,13,1,4,4,120.641099,24.156711
10253,6,30,,,,,120.534127,24.260825
10254,6,50,4,1,4,1,120.699197,24.077877
10255,6,50,,,,,120.709411,24.213191
10256,6,50,,,,,120.721634,24.18295
10257,6,30,,,,,120.591154,24.179844
10258,6,50,,,,,120.69544,24.164943
10259,6,50,,,,,120.610107,24.191393
10260,6,40,,,,,120.672733,24.146967
10261,6,50,,,,,120.615112,24.186668
10262,6,50,3,1,4,1,120.54054,24.269353
10263,6,50,,,,,120.673677,24.205394
10264,6,50,,,,,120.569697,24.290965
10265,6,50,,,,,120.719197,24.252888
10266,6,50,4,1,4,1,120.687242,24.095523
10267,6,50,4,1,4,2,120.699072,24.067596
10268,6,50,4,1,4,2,120.666342,24.109108
10269,6,50,3,1,4,4,120.692432,24.140709
10270,6,50,,,,,120.699752,24.177512
10271,6,30,,,,,120.6463,24.181913
10272,6,50,4,1,4,2,120.668167,24.173221
10273,6,30,,,,,120.719704,24.145741
10274,6,50,4,1,4,4,120.70833,24.20667
10275,6,50,,,,,120.625745,24.144186
10276,6,50,13,1,4,4,120.627423,24.180945
10277,6,40,,,,,120.55928,24.23633
10278,6,40,,,,,120.634595,24.176292
10279,6,50,,,,,120.635182,24.166782
10280,6,50,13,1,4,4,120.561357,24.234066
10281,6,70,,,,,120.618851,24.106004
10282,6,50,13,1,4,4,120.712851,24.263344
10283,6,50,13,1,4,4,120.696509,24.136899
10284,6,30,,,,,120.723493,24.124747
10285,6,50,4,1,4,1,120.722033,24.149278
10286,6,50,,,,,120.645775,24.140128
10287,6,50,13,1,4,4,120.634771,24.155067
10288,6,50,13,1,4,4,120.622677,24.180669
10289,6,50,4,1,4,2,120.655279,24.115041
10290,6,50,3,1,4,1,120.712637,24.130759
10291,6,50,,,,,120.706118,24.306621
10292,6,50,4,1,4,4,120.622336,24.345568
10293,6,50,3,1,4,4,120.65819,24.125689
10294,6,50,,,,,120.68535,24.181525
10295,6,50,4,1,4,4,120.719303,24.178038
10296,6,50,4,1,4,4,120.62271,24.346703
10297,6,50,,,,,120.665324,24.132156
10298,6,40,11,1,4,4,120.568564,24.237862
10299,6,50,4,1,4,1,120.728033,24.253394
10300,6,50,4,1,4,1,120.713224,24.12448
10301,6,50,3,1,4,4,120.698642,24.142601
10302,6,50,,,,,120.64238,24.169413
10303,6,40,,,,,120.568854,24.273379
10304,6,60,4,1,4,1,120.617255,24.346947
10305,6,30,,,,,121.291533,24.311621
10306,6,50,,,,,120.644284,24.171574
10307,6,70,,,,,120.525383,24.223074
10308,6,40,3,1,4,4,120.599642,24.110249
10309,6,50,,,,,120.714418,24.251056
10310,6,50,,,,,120.668476,24.113854
10311,6,50,13,1,4,4,120.713636,24.07729
10312,6,50,,,,,120.65819,24.125689
10313,6,50,,,,,120.690169,24.177352
10314,6,50,,,,,120.625217,24.181546
10315,6,30,3,1,4,4,120.588951,24.178456
10316,6,50,,,,,120.650053,24.212001
10317,6,70,3,1,4,2,120.598333,24.111309
10318,6,30,4,1,4,3,120.679289,24.096727
10319,6,50,,,,,120.634847,24.143992
10320,6,50,13,1,4,4,120.689287,24.171984
10321,6,50,,,,,120.620851,24.342003
10322,6,50,,,,,120.637184,24.15155
10323,6,40,,,,,120.694276,24.166197
10324,6,30,3,1,4,4,120.723462,24.143027
10325,6,50,,,,,120.676843,24.137832
10326,6,50,5,1,4,1,120.686073,24.15451
10327,6,40,4,1,4,1,120.628485,24.128676
10328,6,50,4,1,4,2,120.646466,24.129533
10329,6,40,4,1,4,1,120.64794,24.078949
10330,6,50,,,,,120.624788,24.105818
10331,6,50,,,,,120.632817,24.141001
10332,6,60,,,,,120.55568,24.294763
10333,6,50,4,1,4,2,120.683255,24.157317
10334,6,50,3,1,4,2,120.687401,24.106587
10335,6,30,4,1,4,4,120.568676,24.230541
10336,6,50,3,1,4,4,120.650297,24.163835
10337,6,30,,,,,120.617809,24.181391
10338,6,50,,,,,120.597933,24.110172
10339,6,40,,,,,120.575179,24.267751
10340,6,50,,,,,120.689567,24.163034
10341,6,30,,,,,120.682029,24.153367
10342,6,50,4,1,4,4,120.721732,24.174978
10343,6,30,,,,,120.728973,24.245048
10344,6,50,13,1,4,4,120.693118,24.142569
10345,6,50,,,,,120.697738,24.082553
10346,6,50,,,,,120.629319,24.206149
10347,6,50,,,,,120.654324,24.150679
10348,6,0,13,2,4,4,120.613669,24.183657
10349,6,50,,,,,120.676194,24.114973
10350,6,50,,,,,120.651094,24.158041
10351,6,50,13,1,4,4,120.678886,24.142955
10352,6,30,13,1,4,4,120.711182,24.072861
10353,6,60,13,1,4,4,120.626835,24.15893
10354,6,50,,,,,120.703254,24.089799
10355,6,50,13,1,4,4,120.640273,24.141621
10356,6,50,3,1,4,4,120.579985,24.183809
10357,6,40,3,1,4,4,120.713604,24.144694
10358,6,40,,,,,120.665117,24.156691
10359,6,50,,,,,120.683686,24.176072
10360,6,50,,,,,120.669898,24.143902
10361,6,40,,,,,120.641161,24.158415
10362,6,50,3,1,4,4,120.713633,24.239444
10363,6,30,,,,,120.61672,24.189862
10364,6,50,,,,,120.674312,24.164398
10365,6,50,,,,,120.57546,24.22666
10366,6,50,,,,,120.617912,24.160678
10367,6,50,,,,,120.673769,24.154955
10368,6,40,,,,,120.675729,24.160015
10369,6,30,,,,,120.700855,24.24292
10370,6,40,13,1,4,4,120.67741,24.086567
10371,6,50,13,1,4,4,120.560285,24.240162
10372,6,50,4,1,4,2,120.646857,24.150901
10373,6,50,5,1,4,4,120.719915,24.252733
10374,6,80,13,1,4,4,120.694672,24.10771
10375,6,50,,,,,120.638068,24.342369
10376,6,50,,,,,120.656062,24.139872
10377,6,50,4,1,4,2,120.723701,24.244692
10378,6,50,,,,,120.679371,24.243828
10379,6,50,4,1,4,2,120.72901,24.256935
10380,6,30,,,,,120.712537,24.109952
10381,6,50,,,,,120.679016,24.161664
10382,6,50,,,,,120.7181,24.14933
10383,6,30,,,,,120.705086,24.089165
10384,6,40,,,,,120.6387,24.169034
10385,6,50,,,,,120.721811,24.181854
10386,6,80,,,,,120.675144,24.200879
10387,6,30,13,1,4,4,120.717241,24.261612
10388,6,80,,,,,120.634948,24.179291
10389,6,50,,,,,120.693692,24.163901
10390,6,60,,,,,120.659687,24.157317
10391,6,50,,,,,120.610524,24.13874
10392,6,50,,,,,120.704812,24.156659
10393,6,50,,,,,120.70491,24.276881
10394,6,50,,,,,120.655911,24.158976
10395,6,50,,,,,120.708738,24.149332
10396,6,0,13,1,4,4,120.595426,24.182073
10397,6,30,3,1,4,4,120.60254,24.358905
10398,6,50,,,,,120.69359,24.090413
10399,6,50,13,1,4,4,120.63489,24.146322
10400,6,50,13,1,4,4,120.651675,24.150564
10401,6,80,,,,,120.634948,24.179291
10402,6,50,,,,,120.656331,24.200403
10403,6,30,11,1,4,4,120.5985,24.218008
10404,6,50,3,1,4,4,120.698347,24.18276
10405,6,80,10,1,4,4,120.693961,24.201198
10406,6,50,,,,,120.644362,24.22723
10407,6,50,,,,,120.557546,24.249967
10408,6,50,,,,,120.666611,24.15307
10409,6,30,3,1,4,4,120.602745,24.267391
10410,6,80,,,,,120.634948,24.179291
10411,6,50,,,,,120.662346,24.200651
10412,6,30,,,,,120.715712,24.071047
10413,6,50,,,,,120.712561,24.251543
10414,6,50,4,1,4,1,120.691171,24.215865
10415,6,50,5,1,4,2,120.628488,24.140171
10416,6,,,,,,120.646509,24.211566
10417,6,80,,,,,120.633001,24.171838
10418,6,50,,,,,120.640839,24.141282
10419,6,30,4,1,4,4,120.540711,24.151842
10420,6,30,,,,,120.542013,24.246988
10421,6,30,13,1,4,4,120.537702,24.258117
10422,6,50,4,1,4,2,120.635172,24.179435
10423,6,30,13,1,4,4,120.605776,24.222742
10424,6,50,,,,,120.662314,24.200772
10425,6,50,,,,,120.705771,24.200948
10426,6,50,,,,,120.698001,24.132851
10427,6,50,4,1,4,4,120.648431,24.223373
10428,6,30,11,1,4,4,120.654373,24.33347
10429,6,50,,,,,120.672007,24.171824
10430,6,50,,,,,120.713219,24.131629
10431,6,40,4,1,4,2,120.653258,24.160817
10432,6,50,4,1,4,4,120.624485,24.103682
10433,6,40,,,,,120.651942,24.160999
10434,6,50,,,,,120.725789,24.245759
10435,6,50,13,1,4,4,120.645676,24.224388
10436,6,,,,,,120.720953,24.169893
10437,6,50,3,1,4,1,120.624804,24.180199
10438,6,50,4,1,4,1,120.803271,24.219366
10439,6,50,3,1,4,3,120.710613,24.192587
10440,6,50,,,,,120.611832,24.193146
10441,6,80,,,,,120.69392,24.105822
10442,6,30,,,,,120.669733,24.224595
10443,6,50,3,1,4,4,120.700082,24.087147
10444,6,30,4,1,4,4,120.59126,24.188778
10445,6,50,3,1,4,4,120.671156,24.133153
10446,6,30,13,1,4,4,120.707424,24.199312
10447,6,40,4,1,4,1,120.641166,24.176764
10448,6,50,3,1,4,3,120.717765,24.178218
10449,6,60,4,1,4,1,120.56391,24.206307
10450,6,50,4,1,4,2,120.706073,24.12975
10451,6,50,13,1,4,4,120.70906,24.24938
10452,6,50,,,,,120.668096,24.177239
10453,6,40,,,,,120.542375,24.246999
10454,6,50,,,,,120.668216,24.129943
10455,6,50,,,,,120.616893,24.18238
10456,6,30,3,1,4,4,120.700826,24.199948
10457,6,80,,,,,120.624715,24.154597
10458,6,50,4,1,4,1,120.724427,24.229043
10459,6,30,3,1,4,4,120.526604,24.212734
10460,6,50,,,,,120.70887,24.305788
10461,6,50,,,,,120.74391,24.264265
10462,6,40,13,1,4,4,120.558013,24.21141
10463,6,50,13,1,4,1,120.707749,24.247264
10464,6,50,4,1,4,1,120.712753,24.25084
10465,6,50,4,1,4,1,120.658839,24.140149
10466,6,50,,,,,120.656951,24.136626
10467,6,50,,,,,120.615185,24.182384
10468,6,30,3,1,4,4,120.57769,24.178615
10469,6,50,13,1,4,4,120.689545,24.146519
10470,6,50,4,1,4,2,120.651408,24.150802
10471,6,60,3,1,4,1,120.825493,24.254785
10472,6,60,3,1,4,4,120.702427,24.188273
10473,6,50,,,,,120.608854,24.183908
10474,6,50,,,,,120.65162,24.227873
10475,6,50,,,,,120.652375,24.166451
10476,6,50,,,,,120.65044,24.120682
10477,6,50,3,1,4,4,120.653005,24.135752
10478,6,50,3,1,4,4,120.714462,24.14346
10479,6,50,3,1,4,4,120.624147,24.149373
10480,6,50,13,1,4,4,120.627577,24.350605
10481,6,40,,,,,120.624147,24.149373
10482,6,30,3,1,4,4,120.68316,24.245371
10483,6,50,,,,,120.624633,24.185421
10484,6,50,5,1,4,1,120.705985,24.104629
10485,6,40,,,,,120.684807,24.164232
10486,6,40,13,1,4,4,120.66281,24.061694
10487,6,50,,,,,120.728308,24.253535
10488,6,50,3,1,4,1,120.680995,24.163051
10489,6,50,4,1,4,1,120.705472,24.211539
10490,6,50,4,1,4,4,120.659813,24.155466
10491,6,50,,,,,120.68847,24.201012
10492,6,50,,,,,120.665834,24.116766
10493,6,50,,,,,120.622544,24.150277
10494,6,50,3,1,4,1,120.720311,24.23328
10495,6,50,,,,,120.683128,24.162938
10496,6,50,,,,,120.624108,24.152316
10497,6,60,13,1,4,4,120.636009,24.235569
10498,6,50,,,,,120.720914,24.133669
10499,6,80,13,1,4,4,120.722286,24.187216
10500,6,50,3,1,4,1,120.67686,24.192111
10501,6,50,,,,,120.729792,24.109281
10502,6,50,13,1,4,4,120.652202,24.223763
10503,6,50,,,,,120.644164,24.201417
10504,6,50,4,1,4,1,120.62522,24.34896
10505,6,50,13,1,4,4,120.705503,24.191255
10506,6,40,,,,,120.647028,24.200985
10507,6,30,,,,,120.708719,24.087039
10508,6,50,3,1,4,4,120.644907,24.178505
10509,6,50,4,1,4,1,120.672594,24.180832
10510,6,40,13,1,4,2,120.615268,24.182938
10511,6,40,,,,,120.698686,24.064478
10512,6,70,,,,,120.606485,24.108501
10513,6,50,13,1,4,4,120.715613,24.148373
10514,6,50,,,,,120.610812,24.191002
10515,6,30,,,,,120.654954,24.14438
10516,6,50,,,,,120.641076,24.167898
10517,6,50,,,,,120.641683,24.166605
10518,6,50,,,,,120.581445,24.175116
10519,6,50,,,,,120.694352,24.152766
10520,6,0,,,,,120.613232,24.212658
10521,6,50,4,1,4,1,120.714345,24.244955
10522,6,50,13,1,4,4,120.687401,24.046147
10523,6,50,4,1,4,2,120.658407,24.170662
10524,6,30,,,,,120.707177,24.15125
10525,6,50,,,,,120.677819,24.145231
10526,6,50,4,1,4,1,120.719144,24.174939
10527,6,50,13,1,1,4,120.717268,24.152316
10528,6,50,,,,,120.665871,24.139861
10529,6,50,13,1,4,4,120.684277,24.106536
10530,6,50,3,1,4,4,120.683553,24.103057
10531,6,50,3,1,4,4,120.64023,24.175963
10532,6,50,4,1,4,4,120.712672,24.125769
10533,6,50,13,1,4,4,120.686246,24.146683
10534,6,30,13,1,4,4,120.704262,24.070087
10535,6,50,,,,,120.624602,24.345964
10536,6,80,13,1,4,4,120.720943,24.170343
10537,6,50,4,1,4,2,120.644268,24.171377
10538,6,50,4,1,4,1,120.635989,24.169183
10539,6,50,,,,,120.722438,24.149288
10540,6,50,13,1,4,4,120.693986,24.312361
10541,6,60,,,,,120.581533,24.188017
10542,6,50,5,1,4,1,120.657015,24.264366
10543,6,50,4,1,4,2,120.634064,24.158249
10544,6,50,4,1,4,2,120.699397,24.148016
10545,6,50,,,,,120.736527,24.160049
10546,6,50,3,1,4,4,120.69146,24.158814
10547,6,50,,,,,120.68634,24.200855
10548,6,50,,,,,120.654428,24.229621
10549,6,50,13,1,4,4,120.640719,24.146487
10550,6,50,,,,,120.56369,24.304848
10551,6,50,,,,,120.719208,24.175849
10552,6,50,,,,,120.674029,24.166923
10553,6,50,4,1,4,1,120.711355,24.1722
10554,6,50,,,,,120.646998,24.157811
10555,6,50,,,,,120.584566,24.181946
10556,6,50,4,1,4,2,120.675422,24.133556
10557,6,50,4,1,4,1,120.644933,24.181792
10558,6,40,13,1,4,4,120.660551,24.192094
10559,6,50,4,1,4,4,120.693581,24.164909
10560,6,50,13,1,4,1,120.671416,24.145692
10561,6,50,,,,,120.655225,24.165709
10562,6,50,13,1,4,4,120.705659,24.23164
10563,6,30,,,,,120.642717,24.104288
10564,6,50,4,1,4,1,120.685619,24.138433
10565,6,30,,,,,120.657642,24.151371
10566,6,50,13,1,4,4,120.583169,24.17956
10567,6,50,,,,,120.625438,24.185606
10568,6,50,3,1,4,1,120.640363,24.11713
10569,6,50,4,1,4,1,120.639967,24.185145
10570,6,50,,,,,120.624147,24.149373
10571,6,30,,,,,120.711512,24.087297
10572,6,50,4,1,4,2,120.615231,24.147953
10573,6,50,4,1,4,1,120.678021,24.129136
10574,6,40,3,1,4,2,120.556684,24.242562
10575,6,50,13,1,4,4,120.663734,24.114202
10576,6,50,,,,,120.63637,24.159826
10577,6,50,4,1,4,3,120.68214,24.141525
10578,6,30,13,1,4,4,120.679774,24.313595
10579,6,50,13,1,4,1,120.660694,24.212213
10580,6,30,,,,,120.544113,24.144626
10581,6,50,13,1,4,4,120.55596,24.232131
10582,6,60,,,,,120.705166,24.215702
10583,6,40,,,,,120.664441,24.083228
10584,6,50,13,1,4,4,120.746887,24.192446
10585,6,50,,,,,120.74959,24.268393
10586,6,,,,,,120.679196,24.263292
10587,6,30,13,1,4,4,120.609384,24.13233
10588,6,50,,,,,120.617377,24.153694
10589,6,50,13,1,4,4,120.676278,24.162969
10590,6,50,4,1,4,1,120.67004,24.112788
10591,6,50,13,1,4,4,120.705895,24.242492
10592,6,50,,,,,120.593072,24.182623
10593,6,50,,,,,120.633124,24.17975
10594,6,50,13,1,4,4,120.718721,24.249494
10595,6,80,,,,,120.671803,24.201028
10596,6,70,,,,,120.683008,24.201087
10597,6,50,,,,,120.621425,24.187375
10598,6,50,4,1,4,4,120.682795,24.175505
10599,6,50,3,1,4,3,120.534659,24.250711
10600,6,30,3,1,4,4,120.633646,24.272471
10601,6,50,,,,,120.708936,24.140604
10602,6,30,4,1,4,4,120.690589,24.232691
10603,6,60,,,,,120.623618,24.135269
10604,6,50,,,,,120.716241,24.118816
10605,6,50,,,,,120.565878,24.272938
10606,6,40,,,,,120.591155,24.296416
10607,6,30,13,1,4,4,120.569516,24.121993
10608,6,50,,,,,120.598422,24.155204
10609,6,50,13,1,4,4,120.655535,24.192694
10610,6,50,,,,,120.626565,24.350493
10611,6,40,13,1,4,4,120.625002,24.182084
10612,6,50,13,1,4,4,120.732642,24.13743
10613,6,50,13,1,4,4,120.612605,24.154264
10614,6,50,3,1,4,4,120.631899,24.170656
10615,6,50,13,1,4,4,120.678073,24.110832
10616,6,30,3,1,4,4,120.702365,24.111216
10617,6,50,,,,,120.577278,24.118488
10618,6,50,13,1,4,4,120.602202,24.159387
10619,6,90,,,,,120.525418,24.224955
10620,6,50,,,,,120.702678,24.258516
10621,6,50,,,,,120.714404,24.103114
10622,6,50,,,,,120.697657,24.170205
10623,6,30,,,,,120.546763,24.262881
10624,6,50,13,1,4,4,120.714209,24.310075
10625,6,60,,,,,120.70865,24.22957
10626,6,50,13,1,4,4,120.578257,24.168959
10627,6,80,,,,,120.696555,24.201
10628,6,50,4,1,4,1,120.676091,24.201288
10629,6,50,4,1,4,4,120.711466,24.260972
10630,6,50,4,1,4,2,120.692188,24.169009
10631,6,50,13,1,4,1,120.6405,24.179214
10632,6,60,,,,,120.624439,24.178755
10633,6,50,3,1,4,4,120.581104,24.182565
10634,6,60,,,,,120.575465,24.247908
10635,6,50,,,,,120.629967,24.147411
10636,6,60,,,,,120.714699,24.164045
10637,6,30,,,,,120.633974,24.107318
10638,6,50,,,,,120.546469,24.250376
10639,6,50,11,1,4,4,120.695987,24.125311
10640,6,30,,,,,120.658898,24.2016
10641,6,80,,,,,120.693464,24.20119
10642,6,60,,,,,120.683398,24.103985
10643,6,50,13,1,4,4,120.743805,24.176931
10644,6,50,,,,,120.706284,24.211548
10645,6,50,3,1,4,1,120.665984,24.178184
