Accident_index,Climate,Light,Road_condition,Protective_equipement,Action_status,Drinking_situation,Impact_site,Run_away
8732,7,,,,,2,,1
8733,7,2,5,3,6,2,1,1
8734,7,3,5,2,9,2,12,1
8735,7,,,,,1,,1
8736,7,2,5,3,1,2,4,1
8737,7,,,,,1,,1
8738,7,3,5,4,6,2,12,1
8739,7,,,,,2,,1
8740,7,,,,,2,,1
8741,7,,,,,2,,1
8742,7,,,,,1,,1
8743,7,,,,,2,,1
8744,7,,,,,2,,1
8745,7,,,,,2,,1
8746,7,3,5,1,5,2,12,1
8747,7,2,5,2,9,2,12,1
8748,7,,,,,2,,1
8749,7,,,,,1,,1
8750,7,,,,,2,,1
8751,7,2,5,1,15,2,14,1
8752,7,,,,,1,,1
8753,7,,,,,2,,1
8754,7,3,5,3,5,2,2,1
8755,7,,,,,2,,1
8756,7,,,,,1,,1
8757,7,,,,,1,,1
8758,7,,,,,1,,1
8759,7,,,,,1,,1
8760,7,3,5,1,9,2,12,1
8761,7,,,,,1,,1
8762,7,2,5,3,6,2,4,1
8763,7,1,5,,,2,,1
8764,6,2,5,3,6,2,2,1
8765,7,,,,,1,,1
8766,7,,,,,2,,1
8767,7,,,,,2,,1
8768,7,,,,,1,,1
8769,7,,,,,2,,1
8770,7,2,5,5,1,2,11,1
8771,7,,,,,2,,1
8772,7,3,5,5,11,2,6,1
8773,7,,,,,2,,1
8774,7,3,5,3,15,2,8,1
8775,7,,,,,9,,1
8776,7,,,,,2,,1
8777,7,,,,,2,,1
8778,7,,,,,1,,1
8779,7,,,,,2,,1
8780,7,2,5,3,9,2,1,1
8781,7,,,,,1,,1
8782,7,,,,,2,,1
8783,7,3,5,3,9,2,1,1
8784,7,2,5,2,9,2,11,1
8785,7,,,,,1,,1
8786,7,,,,,2,,1
8787,7,,,,,1,,1
8788,7,,,,,1,,1
8789,7,,,,,1,,1
8790,7,2,5,3,5,2,6,1
8791,7,2,5,3,6,2,1,1
8792,7,1,5,3,15,2,2,1
8793,7,,,,,1,,1
8794,7,,,,,1,,1
8795,7,3,5,1,9,2,12,1
8796,7,,,,,1,,1
8797,7,,,,,1,,1
8798,7,,,,,1,,1
8799,7,,,,,1,,1
8800,7,,,,,1,,1
8801,7,,,,,2,,1
8802,7,,,,,2,,1
8803,7,,,,,2,,1
8804,7,,,,,1,,1
8805,7,1,5,1,9,2,11,1
8806,7,,,,,2,,1
8807,7,,,,,2,,1
8808,7,2,5,3,1,6,5,1
8809,7,,,,,2,,1
8810,7,,,,,2,,1
8811,7,,,,,1,,1
8812,7,2,5,3,5,2,6,1
8813,7,2,5,1,9,2,14,1
8814,7,,,,,2,,1
8815,7,2,5,2,5,2,12,1
8816,7,,,,,2,,1
8817,7,2,5,1,6,2,11,1
8818,7,,,,,2,,1
8819,7,2,5,2,9,2,11,1
8820,7,2,5,2,4,2,12,1
8821,7,3,5,3,9,2,2,1
8822,7,,,,,1,,1
8823,7,1,5,1,9,2,16,1
8824,7,2,5,5,9,2,11,1
8825,7,2,5,1,9,2,11,1
8826,7,,,,,2,,1
8827,7,2,5,2,7,2,13,1
8828,7,,,,,1,,1
8829,7,,,,,1,,1
8830,7,2,5,1,9,2,11,1
8831,7,,,,,2,,1
8832,7,2,5,2,6,2,13,1
8833,7,,,,,2,,1
8834,7,,,,,2,,1
8835,7,3,5,6,16,10,17,1
8836,7,,,,,1,,1
8837,7,2,5,2,1,2,12,1
8838,7,,,,,1,,1
8839,7,,,,,1,,1
8840,7,2,5,1,6,2,12,1
8841,7,2,5,3,5,2,5,1
8842,7,2,5,3,5,2,8,1
8843,7,3,5,3,6,2,5,1
8844,7,,,,,2,,1
8845,7,2,5,3,5,2,6,1
8846,7,,,,,2,,1
8847,7,2,5,5,2,9,3,1
8848,7,3,5,2,9,2,11,1
8849,7,,,,,1,,1
8850,7,2,5,1,6,2,13,1
8851,7,2,5,6,9,2,14,1
8852,7,,,,,2,,1
8853,7,,,,,9,,1
8854,7,,,,,1,,1
8855,7,1,5,5,1,2,8,1
8856,7,,,,,1,,1
8857,7,,,,,1,,1
8858,7,2,5,3,5,2,2,1
8859,7,2,5,2,9,2,11,1
8860,7,,,,,2,,1
8861,7,2,5,2,15,2,11,1
8862,7,1,5,,,,,1
8863,7,,,,,1,,1
8864,7,3,5,2,6,2,14,1
8865,7,,,,,2,,1
8866,7,1,5,3,9,2,5,1
8867,7,,,,,2,,1
8868,7,,,,,1,,1
8869,7,,,,,2,,1
8870,7,,,,,1,,1
8871,7,,,,,1,,1
8872,7,3,5,3,11,2,4,1
8873,7,3,5,3,6,2,2,1
8874,7,,,,,2,,1
8875,7,,,,,2,,1
8876,7,,,,,1,,1
8877,7,,,,,11,,1
8878,7,1,5,5,3,2,2,1
8879,7,3,5,6,9,2,16,1
8880,7,1,5,5,3,2,5,1
8881,7,,,,,1,,1
8882,7,,,,,2,,1
8883,7,,,,,2,,1
8884,7,,,,,2,,1
8885,7,,,,,1,,1
8886,7,1,5,2,9,2,11,1
8887,7,2,5,5,6,2,11,1
8888,7,1,5,3,6,2,1,1
8889,7,,,,,2,,1
8890,7,,,,,1,,1
8891,7,,,,,1,,1
8892,7,1,5,1,6,2,12,1
8893,7,,,,,2,,1
8894,7,,,,,1,,1
8895,7,,,,,1,,1
8896,7,,,,,2,,1
8897,7,1,5,2,9,2,11,1
8898,7,,,,,11,,1
8899,7,1,5,5,5,2,1,1
8900,7,,,,,2,,1
8901,7,,,,,1,,1
8902,7,1,5,1,6,2,12,1
8903,5,1,4,6,15,2,12,1
8904,7,1,5,3,6,2,5,1
8905,7,2,5,3,6,2,8,1
8906,7,1,5,3,9,2,1,1
8907,7,3,5,1,9,2,11,1
8908,7,,,,,2,,1
8909,7,,,,,1,,1
8910,7,,,,,2,,1
8911,7,,,,,2,,1
8912,7,,,,,2,,1
8913,7,1,5,5,5,2,5,1
8914,7,1,5,1,9,2,14,1
8915,7,,,,,2,,1
8916,7,1,5,5,9,2,4,1
8917,7,,,,,1,,1
8918,7,,,,,1,,1
8919,7,,,,,2,,1
8920,7,,,,,2,,1
8921,7,1,5,5,9,2,12,1
8922,7,2,5,3,6,2,1,1
8923,7,,,,,1,,1
8924,7,1,5,1,6,2,14,1
8925,7,,,,,1,,1
8926,7,,,,,1,,1
8927,7,2,5,3,1,2,8,1
8928,7,,,,,11,,1
8929,7,1,5,1,9,2,11,1
8930,7,1,5,1,6,2,12,1
8931,7,,,,,2,,1
8932,7,2,5,2,7,2,13,1
8933,5,,,,,2,,1
8934,7,,,,,1,,1
8935,7,,,,,,,1
8936,7,2,5,2,9,2,12,1
8937,6,,,,,2,,1
8938,7,,,,,1,,1
8939,7,,,,,1,,1
8940,7,,,,,2,,1
8941,7,,,,,2,,1
8942,7,,,,,2,,1
8943,7,1,5,2,6,2,11,1
8944,7,,,,,2,,1
8945,7,2,5,1,9,1,12,1
8946,7,,,,,2,,1
8947,7,1,5,5,9,2,16,1
8948,7,1,5,5,9,2,6,1
8949,7,,,,,10,,1
8950,7,,,,,2,,1
8951,7,,,,,9,,2
8952,7,1,5,3,9,2,1,1
8953,7,2,5,1,9,2,12,1
8954,7,1,5,3,6,2,2,1
8955,7,1,5,5,6,2,11,1
8956,7,1,5,3,5,2,5,1
8957,7,,,,,1,,1
8958,7,,,,,1,,1
8959,7,,,,,1,,1
8960,7,,,,,2,,1
8961,7,,,,,2,,1
8962,7,1,5,1,9,2,16,1
8963,7,1,5,5,9,2,1,1
8964,7,1,5,3,7,2,16,1
8965,7,,,,,2,,1
8966,7,,,,,2,,1
8967,7,,,,,1,,1
8968,7,1,5,1,5,1,14,1
8969,7,,,,,2,,1
8970,7,1,5,3,9,2,8,1
8971,7,1,5,5,9,2,11,1
8972,7,1,5,3,11,2,5,1
8973,7,,,,,2,,1
8974,7,,,,,2,,1
8975,7,1,5,3,9,2,1,1
8976,7,,,,,2,,1
8977,7,,,,,2,,1
8978,7,,,,,2,,1
8979,7,,,,,2,,1
8980,7,2,5,5,9,2,1,1
8981,7,1,5,2,9,2,11,1
8982,7,,,,,1,,1
8983,7,1,5,5,6,2,2,1
8984,7,1,5,3,6,2,8,1
8985,7,2,5,2,9,2,11,1
8986,7,,,,,1,,1
8987,7,,,,,2,,1
8988,6,1,5,3,9,2,2,1
8989,7,1,5,1,9,2,11,1
8990,7,,,,,2,,1
8991,7,,,,,3,,1
8992,7,1,5,3,6,2,6,1
8993,7,,,,,2,,1
8994,7,,,,,2,,1
8995,7,1,5,5,9,2,1,1
8996,7,1,5,2,9,2,11,1
8997,7,1,5,3,9,1,2,1
8998,7,1,5,5,6,2,15,1
8999,7,,,,,2,,1
9000,7,1,5,2,9,2,12,1
9001,7,1,5,5,9,2,11,1
9002,7,3,5,5,9,2,14,1
9003,7,1,5,1,9,7,11,1
9004,7,,,,,,,1
9005,7,,,,,2,,1
9006,7,1,5,2,9,8,11,1
9007,7,,,,,9,,1
9008,7,1,5,3,6,2,8,1
9009,7,,,,,2,,1
9010,7,,,,,2,,1
9011,7,1,5,3,5,2,1,1
9012,7,2,5,2,9,2,12,1
9013,7,2,5,5,6,2,1,1
9014,7,,,,,2,,1
9015,7,3,5,2,9,2,14,1
9016,7,,,,,2,,1
9017,7,2,5,3,2,2,6,1
9018,7,,,,,2,,1
9019,7,2,5,,,,,1
9020,7,,,,,2,,1
9021,7,,,,,2,,1
9022,7,2,5,3,2,2,3,1
9023,7,3,5,1,9,2,11,1
9024,7,3,5,3,5,2,2,1
9025,7,2,5,3,5,2,5,1
9026,7,2,5,1,9,2,11,1
9027,7,3,5,1,15,2,14,1
9028,6,3,5,1,15,2,11,1
9029,7,3,5,3,2,2,6,1
9030,7,,,,,2,,1
9031,7,1,5,1,9,2,11,1
9032,7,,,,,2,,1
9033,7,,,,,2,,1
9034,7,,,,,,,1
9035,7,,,,,2,,1
9036,7,3,5,,,2,,1
9037,7,3,5,3,9,2,5,1
9038,7,,,,,2,,1
9039,7,3,5,5,9,2,11,1
9040,7,1,5,5,11,2,13,1
9041,7,2,5,5,9,2,15,1
9042,7,,,,,2,,1
9043,7,,,,,,,1
9044,7,3,5,2,9,2,14,1
9045,7,2,5,1,9,2,12,1
9046,7,2,5,1,9,2,11,1
9047,7,2,5,5,9,2,12,1
9048,7,,,,,2,,1
9049,7,3,5,1,5,2,14,1
9050,7,,,,,1,,1
9051,7,3,5,1,5,2,13,1
9052,7,2,5,1,9,2,11,1
9053,7,2,5,3,9,2,1,1
9054,7,2,5,3,5,2,6,1
9055,7,,,,,1,,1
9056,7,2,5,1,9,2,14,1
9057,7,3,5,3,7,2,15,1
9058,7,,,,,2,,1
9059,7,2,5,2,9,2,11,1
9060,7,2,5,2,12,2,12,1
9061,7,3,5,3,5,2,2,1
9062,7,3,5,1,8,2,11,1
9063,7,,,,,1,,1
9064,7,,,,,2,,1
9065,7,2,5,3,6,2,2,1
9066,7,,,,,2,,1
9067,7,3,5,5,15,2,14,1
9068,7,2,5,3,6,2,1,1
9069,7,,,,,1,,1
9070,7,2,5,3,5,1,8,1
9071,7,,,,,2,,1
9072,7,,,,,2,,1
9073,7,3,5,2,9,2,12,1
9074,7,,,,,2,,1
9075,7,2,5,1,9,2,14,1
9076,7,3,5,1,4,1,12,1
9077,7,,,,,2,,1
9078,7,3,5,1,15,2,13,1
9079,7,,,,,2,,1
9080,7,3,5,1,9,2,11,1
9081,7,2,5,5,9,2,16,1
9082,7,1,5,3,9,2,8,1
9083,7,,,,,1,,1
9084,7,2,5,5,6,2,8,1
9085,7,1,5,3,5,2,5,1
9086,7,,,,,1,,1
9087,7,,,,,2,,1
9088,7,2,5,1,5,2,13,1
9089,7,,,,,1,,1
9090,7,,,,,1,,1
9091,7,2,5,3,5,2,2,1
9092,7,3,5,1,9,2,11,1
9093,7,,,,,2,,1
9094,7,2,5,1,12,1,13,1
9095,7,2,5,1,1,2,14,1
9096,7,,,,,2,,1
9097,7,2,5,2,9,2,11,1
9098,7,2,5,3,9,2,1,1
9099,7,,,,,2,,1
9100,7,2,5,5,9,2,11,1
9101,7,3,5,3,5,2,5,1
9102,7,,,,,,,2
9103,7,3,5,3,9,2,8,1
9104,7,2,5,2,1,2,14,1
9105,7,,,,,9,,2
9106,7,3,5,1,9,2,14,1
9107,7,2,5,3,9,2,1,1
9108,7,3,5,5,9,4,1,1
9109,7,,,,,9,,1
9110,7,2,5,1,6,2,12,1
9111,7,,,,,2,,1
9112,7,,,,,1,,1
9113,7,1,5,2,6,2,14,1
9114,7,3,5,1,9,2,11,1
9115,7,,,,,1,,1
9116,7,,,,,2,,1
9117,7,,,,,1,,1
9118,7,3,5,2,9,2,12,1
9119,7,,,,,1,,1
9120,7,2,5,1,9,2,11,1
9121,7,2,5,1,6,2,11,1
9122,7,,,,,1,,1
9123,7,,,,,1,,1
9124,7,,,,,2,,1
9125,7,3,5,1,9,2,14,1
9126,7,,,,,2,,1
9127,7,,,,,2,,1
9128,7,,,,,2,,1
9129,7,,,,,1,,1
9130,7,2,5,5,6,8,14,1
9131,7,,,,,2,,1
9132,7,,,,,2,,1
9133,7,,,,,1,,1
9134,7,,,,,1,,1
9135,7,,,,,1,,1
9136,7,2,5,1,9,2,14,1
9137,7,,,,,2,,1
9138,7,2,1,3,9,2,1,1
9139,7,,,,,2,,1
9140,7,2,5,2,9,2,11,1
9141,7,2,5,2,6,2,14,1
9142,7,2,5,3,5,2,6,1
9143,7,2,5,3,9,2,1,1
9144,7,,,,,1,,1
9145,7,,,,,1,,1
9146,5,,,,,2,,1
9147,7,1,5,3,6,2,8,1
9148,5,3,4,1,9,2,14,1
9149,7,,,,,1,,1
9150,7,,,,,2,,1
9151,7,,,,,2,,1
9152,7,,,,,1,,1
9153,5,2,4,1,9,2,11,1
9154,7,,,,,2,,1
9155,7,,,,,2,,1
9156,7,2,5,2,9,2,14,1
9157,7,3,5,2,6,2,14,1
9158,5,3,4,2,9,2,12,1
9159,6,2,5,2,9,2,11,1
9160,7,,,,,1,,1
9161,7,,,,,2,,1
9162,7,2,5,2,9,5,11,1
9163,7,1,5,1,9,2,11,1
9164,7,3,5,3,6,2,4,1
9165,7,,,,,1,,1
9166,7,,,,,9,,2
9167,7,,,,,1,,1
9168,7,2,5,2,4,2,13,1
9169,7,3,5,1,9,2,16,1
9170,7,,,,,1,,1
9171,7,3,5,6,6,2,14,1
9172,7,,,,,2,,1
9173,7,,,,,2,,1
9174,6,2,5,3,5,2,5,1
9175,7,3,5,1,9,2,14,1
9176,7,3,5,3,5,2,2,1
9177,7,,,,,2,,1
9178,7,2,5,1,9,2,11,1
9179,7,,,,,2,,1
9180,7,,,,,2,,1
9181,7,,,,,2,,1
9182,7,,,,,1,,1
9183,7,2,5,3,6,2,5,1
9184,7,,,,,1,,1
9185,7,2,5,1,1,2,11,1
9186,7,,,,,2,,1
9187,7,,,,,1,,1
9188,7,,,,,1,,1
9189,7,,,,,1,,1
9190,7,,,,,2,,1
9191,7,,,,,1,,1
9192,7,2,5,1,1,2,12,1
9193,7,,,,,11,,1
9194,7,3,5,3,6,2,5,1
9195,7,1,5,1,6,2,14,1
9196,7,3,5,1,9,2,14,1
9197,7,2,5,5,14,2,7,1
9198,7,1,5,3,11,2,4,1
9199,7,1,5,2,9,2,11,1
9200,7,,,,,2,,1
9201,7,,,,,2,,1
9202,7,1,5,3,9,2,8,1
9203,7,,,,,2,,1
9204,6,,,,,2,,1
9205,7,1,5,5,6,1,2,1
9206,7,1,5,3,6,2,8,1
9207,7,,,,,1,,1
9208,6,1,5,1,9,2,11,1
9209,7,,,,,1,,1
9210,7,,,,,2,,1
9211,7,,,,,2,,1
9212,7,,,,,,,1
9213,7,,,,,2,,1
9214,7,,,,,2,,1
9215,6,,,,,2,,1
9216,7,,,,,9,,1
9217,7,1,5,1,9,2,11,1
9218,7,1,5,,,2,,1
9219,7,,,,,1,,1
9220,7,1,5,3,9,2,1,1
9221,7,,,,,2,,1
9222,7,,,,,2,,1
9223,7,1,5,6,9,1,11,1
9224,7,,,,,2,,1
9225,7,3,5,1,9,1,11,1
9226,7,1,5,3,6,2,1,1
9227,7,,,,,9,,1
9228,7,1,5,1,15,2,11,1
9229,7,,,,,1,,1
9230,7,,,,,2,,1
9231,7,1,5,2,3,2,14,1
9232,7,,,,,2,,1
9233,7,2,5,1,15,2,12,1
9234,7,1,5,1,6,2,12,1
9235,7,,,,,1,,1
9236,7,1,5,2,9,2,14,1
9237,7,,,,,1,,1
9238,7,1,5,3,6,2,1,1
9239,7,1,5,2,2,2,12,1
9240,7,,,,,2,,1
9241,7,,,,,2,,1
9242,7,1,5,4,9,2,11,1
9243,7,,,,,2,,1
9244,7,2,5,1,9,2,11,1
9245,7,1,5,3,6,2,2,1
9246,7,1,5,3,9,2,8,1
9247,7,1,5,2,9,2,11,1
9248,7,2,5,4,5,2,2,1
9249,7,1,5,3,9,2,8,1
9250,7,1,5,2,9,2,11,1
9251,7,,,,,2,,1
9252,7,,,,,2,,1
9253,7,,,,,2,,1
9254,7,,,,,2,,1
9255,7,,,,,2,,1
9256,7,1,5,3,5,2,5,1
9257,7,1,5,3,6,2,8,1
9258,7,1,5,2,9,2,11,1
9259,7,,,,,,,1
9260,7,1,5,5,9,2,12,1
9261,7,,,,,2,,1
9262,7,,,,,2,,1
9263,7,1,5,2,9,2,14,1
9264,7,,,,,2,,1
9265,7,1,5,3,9,2,1,1
9266,7,,,,,9,,1
9267,7,1,5,5,5,11,16,1
9268,7,,,,,1,,1
9269,7,1,5,1,9,2,11,1
9270,7,2,5,1,9,2,11,1
9271,7,,,,,1,,1
9272,7,2,5,3,9,2,2,1
9273,7,1,5,1,9,2,11,1
9274,7,1,5,2,9,2,11,1
9275,7,1,5,5,6,2,8,1
9276,7,1,5,5,9,8,5,1
9277,7,1,5,1,1,1,11,1
9278,7,,,,,1,,1
9279,7,,,,,1,,1
9280,7,,,,,2,,1
9281,7,3,5,5,1,1,14,1
9282,7,,,,,2,,1
9283,7,1,5,1,9,2,11,1
9284,7,,,,,1,,1
9285,7,1,5,5,5,2,5,1
9286,7,,,,,2,,1
9287,7,1,5,1,9,2,11,1
9288,7,,,,,1,,1
9289,7,1,5,1,9,9,12,1
9290,7,,,,,1,,1
9291,7,,,,,2,,1
9292,7,,,,,2,,1
9293,7,1,2,3,9,2,1,1
9294,7,,,,,2,,1
9295,7,,,,,2,,1
9296,7,,,,,9,,1
9297,7,,,,,2,,1
9298,7,3,5,5,4,2,4,1
9299,7,2,,,,2,4,1
9300,7,,,,,1,,1
9301,7,,,,,,,2
9302,7,2,5,1,9,2,12,1
9303,7,,,,,1,,1
9304,7,,,,,1,,1
9305,7,3,5,1,5,2,13,1
9306,7,1,5,3,9,2,2,1
9307,7,1,5,,,2,,1
9308,7,,,,,2,,1
9309,7,2,5,2,6,2,12,1
9310,7,,,,,1,,1
9311,7,,,,,1,,1
9312,7,,,,,2,,1
9313,7,,,,,9,,1
9314,7,,,,,2,,1
9315,6,3,5,1,9,2,12,1
9316,7,3,5,5,9,11,14,1
9317,7,2,5,5,13,2,4,1
9318,7,,,,,1,,1
9319,7,,,,,1,,1
9320,7,1,5,1,9,2,11,1
9321,7,3,5,1,5,2,11,1
9322,7,3,5,1,9,2,11,1
9323,7,,,,,9,,1
9324,7,2,5,5,1,2,14,1
9325,7,,,,,2,,1
9326,7,,,,,2,,1
9327,7,2,5,1,9,2,12,1
9328,7,,,,,1,,1
9329,7,1,5,,,2,,1
9330,7,2,5,3,6,2,1,1
9331,7,2,5,3,6,2,8,1
9332,7,2,,,,9,14,1
9333,7,3,5,2,9,2,11,1
9334,7,3,5,5,9,2,12,1
9335,7,2,5,1,9,2,11,1
9336,7,1,5,1,9,2,11,1
9337,7,2,5,3,6,2,2,1
9338,7,,,,,1,,1
9339,7,,,,,2,,1
9340,7,,,,,1,,1
9341,7,,,,,1,,1
9342,7,,,,,2,,1
9343,7,1,5,,,2,,1
9344,7,3,5,1,12,2,12,1
9345,7,2,5,3,6,2,2,1
9346,7,2,5,1,9,2,11,1
9347,7,3,5,1,9,2,11,1
9348,7,2,5,2,9,2,11,1
9349,7,2,5,3,1,9,5,2
9350,7,,,,,2,,1
9351,7,,,,,2,,1
9352,7,,,,,2,,1
9353,7,2,5,2,4,2,12,1
9354,7,2,5,2,6,2,11,1
9355,7,,,,,2,,1
9356,7,,,,,2,,1
9357,7,3,5,5,6,2,12,1
9358,7,,,,,1,,1
9359,7,3,5,3,11,1,15,1
9360,7,,,,,2,,1
9361,7,2,5,1,15,2,14,1
9362,7,,,,,1,,1
9363,7,3,5,1,9,1,11,1
9364,7,2,5,5,9,2,11,1
9365,7,1,5,1,9,2,11,1
9366,7,,,,,2,,1
9367,7,,,,,2,,1
9368,7,,,,,1,,1
9369,7,3,5,1,9,2,11,1
9370,7,1,5,3,3,2,2,1
9371,7,2,5,1,5,2,14,1
9372,7,2,5,3,6,2,16,1
9373,7,,,,,9,,1
9374,7,,,,,1,,1
9375,7,,,,,4,,1
9376,7,,,,,1,,1
9377,7,,,,,,,1
9378,7,,,,,1,,1
9379,7,2,5,3,6,2,5,1
9380,7,2,5,5,6,2,4,1
9381,7,2,5,3,5,2,8,1
9382,7,,,,,1,,1
9383,7,,,,,1,,1
9384,7,3,5,3,9,2,8,1
9385,7,,,,,2,,1
9386,7,3,5,2,9,2,14,1
9387,7,3,5,5,6,2,8,1
9388,7,,,,,9,,1
9389,7,,,,,1,,1
9390,7,,,,,2,,1
9391,7,,,,,1,,1
9392,7,3,5,1,9,2,11,1
9393,7,,,,,2,,1
9394,7,3,5,3,5,2,5,1
9395,7,1,5,3,1,2,8,1
9396,7,1,5,1,9,2,11,1
9397,7,,,,,2,,1
9398,7,,,,,2,,1
9399,7,3,5,1,9,2,11,1
9400,7,1,5,,,2,,1
9401,7,,,,,2,,1
9402,7,,,,,2,,1
9403,7,3,5,1,6,2,11,1
9404,7,,,,,1,,1
9405,7,2,5,6,16,10,17,1
9406,7,2,5,2,9,2,11,1
9407,7,,,,,2,,1
9408,7,,,,,1,,1
9409,7,,,,,2,,1
9410,7,,,,,,,1
9411,7,,,,,1,,1
9412,7,,,,,1,,1
9413,7,,,,,9,,1
9414,7,,,,,1,,1
9415,7,2,5,3,4,2,2,1
9416,7,3,5,5,9,2,11,1
9417,7,2,5,1,9,2,12,1
9418,7,,,,,2,,1
9419,7,,,,,1,,1
9420,7,,,,,1,,1
9421,7,,,,,2,,1
9422,7,2,5,1,1,2,13,1
9423,7,2,5,5,5,2,14,1
9424,7,,,,,2,,1
9425,7,3,5,1,9,2,12,1
9426,7,,,,,1,,1
9427,7,1,5,3,5,2,6,1
9428,7,1,5,3,9,2,5,1
9429,7,,,,,1,,1
9430,7,3,5,2,9,2,11,1
9431,7,,,,,1,,1
9432,7,2,5,3,9,2,2,1
9433,7,,,,,2,,1
9434,7,,,,,2,,1
9435,7,,,,,2,,1
9436,7,,,,,2,,1
9437,7,,,,,2,,1
9438,7,2,5,4,9,2,5,1
9439,7,2,5,2,9,2,11,1
9440,6,2,5,3,3,2,7,1
9441,7,,,,,1,,1
9442,7,,,,,2,,1
9443,7,,,,,1,,1
9444,7,3,5,1,9,2,11,1
9445,6,3,5,3,6,2,8,1
9446,7,3,5,3,2,1,3,1
9447,7,,,,,2,,1
9448,7,3,5,5,9,2,12,1
9449,7,,,,,2,,1
9450,7,2,5,1,9,2,11,1
9451,7,3,5,1,9,2,16,1
9452,6,2,5,3,9,2,5,1
9453,7,2,5,1,9,2,11,1
9454,7,1,5,3,5,2,8,1
9455,7,,,,,2,,1
9456,7,,,,,2,,1
9457,7,2,5,1,9,2,11,1
9458,7,2,5,1,5,2,12,1
9459,7,,,,,9,,2
9460,7,2,5,1,6,2,14,1
9461,7,,,,,2,,1
9462,7,2,5,1,6,2,14,1
9463,7,,,,,1,,1
9464,7,2,5,1,9,2,11,1
9465,7,2,5,2,9,2,12,1
9466,6,,,,,2,,1
9467,7,3,5,1,9,2,14,1
9468,6,2,5,2,7,2,12,1
9469,7,,,,,2,,1
9470,7,1,5,1,9,2,11,1
9471,7,2,5,3,5,4,8,1
9472,7,3,5,3,5,2,5,1
9473,7,,,,,2,,1
9474,7,,,,,1,,1
9475,7,,,,,2,,1
9476,7,,,,,1,,1
9477,7,3,5,1,9,2,12,1
9478,7,3,5,3,6,2,7,1
9479,7,,,,,2,,1
9480,7,2,5,5,5,2,2,1
9481,7,,,,,2,,1
9482,7,2,5,1,9,2,11,1
9483,7,3,5,2,6,2,11,1
9484,7,,,,,2,,1
9485,7,,,,,1,,1
9486,7,,,,,,,1
9487,7,,,,,2,,1
9488,7,,,,,,,1
9489,7,2,5,1,9,2,11,1
9490,7,,,,,9,,2
9491,7,2,5,2,9,2,13,1
9492,7,3,5,1,9,2,14,1
9493,7,,,,,1,,1
9494,7,,,,,2,,1
9495,7,,,,,2,,1
9496,7,,,,,2,,1
9497,7,2,5,2,9,2,11,1
9498,7,,,,,9,,1
9499,7,,,,,,,1
9500,7,,,,,1,,1
9501,7,2,5,1,9,2,12,1
9502,7,,,,,2,,1
9503,7,,,,,1,,1
9504,7,,,,,1,,1
9505,7,2,5,3,5,2,2,1
9506,7,2,5,2,6,2,14,1
9507,7,,,,,1,,1
9508,7,1,5,,,2,,1
9509,7,1,5,2,6,2,11,1
9510,7,,,,,2,,1
9511,7,,,,,2,,1
9512,7,2,5,3,14,2,16,1
9513,7,,,,,1,,1
9514,7,2,5,1,5,2,14,1
9515,7,3,5,1,6,2,12,1
9516,7,,,,,2,,1
9517,7,3,5,3,9,2,1,1
9518,7,2,5,3,5,2,5,1
9519,7,,,,,1,,1
9520,7,,,,,1,,1
9521,7,,,,,9,,1
9522,7,,,,,1,,1
9523,7,3,5,3,9,2,5,1
9524,7,,,,,1,,1
9525,7,,,,,2,,1
9526,7,,,,,2,,1
9527,7,3,5,3,9,2,1,1
9528,7,,,,,1,,1
9529,7,,,,,1,,1
9530,7,2,5,3,11,2,4,1
9531,7,,,,,9,,2
9532,7,,,,,1,,1
9533,7,,,,,1,,1
9534,7,,,,,2,,1
9535,7,,,,,1,,1
9536,7,,,,,1,,1
9537,7,3,5,3,9,2,2,1
9538,7,2,5,3,6,2,5,1
9539,7,,,,,1,,1
9540,7,,,,,2,,1
9541,7,,,,,2,,1
9542,7,2,5,3,,1,14,1
9543,7,,,,,9,,1
9544,7,,,,,10,,1
9545,7,,,,,1,,1
9546,7,,,,,2,,1
9547,7,,,,,1,,1
9548,7,2,5,2,21,2,11,1
9549,7,,,,,2,,1
9550,7,3,5,1,1,2,11,1
9551,7,3,5,1,9,2,14,1
9552,7,3,5,2,14,2,12,1
9553,7,,,,,2,,1
9554,7,,,,,2,,1
9555,7,3,5,3,10,2,6,1
9556,7,,,,,2,,1
9557,7,,,,,2,,1
9558,7,3,5,5,6,2,12,1
9559,7,,,,,,,1
9560,7,,,,,1,,1
9561,7,,,,,1,,1
9562,7,3,5,3,5,2,6,1
9563,7,,,,,9,,1
9564,7,,,,,9,,1
9565,7,,,,,2,,1
9566,7,,,,,2,,1
9567,7,,,,,1,,1
9568,7,2,5,3,2,2,6,1
9569,7,2,5,3,5,2,6,1
9570,7,2,5,1,9,2,11,1
9571,7,,,,,1,,1
9572,7,3,5,1,9,2,12,1
9573,7,,,,,2,,1
9574,7,,,,,2,,1
9575,7,,,,,2,,1
9576,7,2,5,2,6,2,15,1
9577,7,2,5,2,9,3,12,1
9578,7,,,,,2,,1
9579,7,2,5,1,9,2,16,1
9580,7,,,,,1,,1
9581,7,,,,,2,,1
9582,7,,,,,1,,1
9583,7,3,5,1,9,2,12,1
9584,7,1,5,1,6,2,14,1
9585,7,,,,,1,,1
9586,7,,,,,1,,1
9587,7,1,5,5,9,2,15,1
9588,7,,,,,,,1
